date,tweets,tweet_clean
2022-04-06,"Yakin kalian manusia bajingan ini adalah anak Pribumi Nusantara?
Anak Indonesia tidak akan mungkin membusukkan negaranya sendiri.

Menyebarkan kebohongan mengatasnamakan Rezim Jokowi tidak memperbolehkan meliput aksi mahasiswa ke dunia.
Kan bangsat... https://t.co/V80mJ2llT0 https://t.co/sFCeL95Hru",manusia bajing anak pribumi nusantara anak indonesia busuk negara sebar bohong mengatasnamakan rezim jokowi boleh liput aksi mahasiswa dunia bangsat
2022-04-06,"@subschfess no salty no salty matamu, yg bener aja nder masa mau jadi mahasiswa pikirannya masih serendah ini ya ampun yakalii dah",no salty no salty mata mahasiswa pikir serendah ampun yakalii dah
2022-04-06,@2Mikeadamhalik Dengar nih mahasiswa udah berapa kali pak jokowi tegaskan dia tidak mau tiga periode kalian aja yg bodoh di hasut petinggi sakit hati..,dengar nih mahasiswa jokowi tegas periode bodoh hasut petinggi sakit hati
2022-04-06,"Pada 11 Maret 1966. Demonstrasi mahasiswa secara besar-besaran kembali terjadi di depan Istana Negara.

Demonstrasi ini mendapat dukungan dari tentara. Mahasiswa mengepung Istana Kepresidenan dan menuntut Tritura yang salah satunya meminta pembubaran PKI. 

#TriTuRa https://t.co/J0umgbe8Nx",maret demonstrasi mahasiswa besar istana negara demonstrasi dukung tentara mahasiswa kepung istana presiden tuntut tritura salah satu bubar pki tritura
2022-04-06,@alisyarief Demo seperti ini mrpkn peran penting Mahasiswa dalam memperbaiki arah negara. Dan tanda kecintaan kepada negaranya. Bukan kebencian kepada pemerintah.,demo mrpkn peran mahasiswa baik arah negara tanda cinta negara benci perintah
2022-04-07,@Prasojo077 @Dennysiregar7 Nah ini mahasiswa yg menyengsarakan teman sendiri🤣🤣,mahasiswa sengsara teman sendiri
2022-04-07,"“Saya ucapkan selamat kepada semua calon mahasiswa baru asal Jatim yang diterima sudah diterima,"" ucap Khofifah",ucap selamat calon mahasiswa jatim terima terima khofifah
2022-04-07,@Reiza_Patters Mahasiswa kok tua2😅,mahasiswa tua
2022-04-07,@Dennysiregar7 Org tua sangat berperan utk menjadi pendamping anak supaya anak paham apa tujuan meraih pendidikan n ilmu yg bermanfaat@mahasiswa d didik menjadi peneliti n mengedukasi ini yg harus mulai disosialisasikan terus menerus#Save NKRI🇮🇩🇮🇩🇮🇩,org tua peran damping anak anak paham tuju raih didik ilmu manfaat didik teliti edukasi sosialisasi terus save nkri
2022-04-07,Nanti berbalik sang mahasiswa jadi pemguasa pak Polisi ...gimana kkkkkkk https://t.co/pHHdLglW2m,balik sang mahasiswa pemguasa polisi gimana kkkkkkk
2022-04-07,"Rongsokin, Aplikasi Bank Sampah Digital Gagasan Mahasiswa ITS https://t.co/AVuVTmHd4F #TempoTekno",rongsokin aplikasi bank sampah digital gagas mahasiswa its tempotekno
2022-04-07,"Dan Khofifah bilang dengan memanfaatkan program tersebut, calon mahasiswa dapat kuliah di PTN favorit manapun yang dikehendaki dengan biaya dari pemerintah.",khofifah bilang manfaat program calon mahasiswa kuliah ptn favorit mana hendak biaya perintah
2022-04-07,"@alisyarief Mahasiswa saat ini kocak ya li... Demo juaranya , ditanya oleh menteri yasona laoly arti omnibus law, malah bengong menunjukkan tampang kosong.. 😂😂🤣🤣🤣🤣🤣.. Ketuanya lagi.. WKWKWKWKWKWK",mahasiswa kocak li demo juara menteri yasona laoly omnibus law bengong tampang kosong ketua wkwkwkwkwkwk
2022-04-07,"@Dennysiregar7 Mahasiswa pendemo sekarang itu ibarat babi bodoh yg digiring kesa kemari untuk diberi makan, beda dg jaman sy dulu...mahadiswa cerdas dan gagah turunkan MAHA KORUP SOEHARTO",mahasiswa demo babi bodoh giring kesa kemari makan beda dg jaman sy mahadiswa cerdas gagah turun maha korup soeharto
2022-04-07,"@CNNIndonesia Tumben CNN....
Lu dukung napa berita mahasiswa demo. 
Jangan diem2 bae kayak TV2 SWASTA 😤😤",tumben cnn lu dukung napa berita mahasiswa demo diem bae kayak tv swasta
2022-04-07,"Opung yg terlalu sombong dg menggaungkan 3 periode atau perpanjangan jabatan, menuai reaksi masy dan mahasiswa. Makanya jgn bermain api 🔥",opung sombong dg gaung periode panjang jabat tuai reaksi masy mahasiswa jgn main api
2022-04-07,"@FirzaHusainID Pokoknya kalo mau cari kambing hitam di negara ini ya ORBA kalo gak SBY atau Anies, itulah yg ada diotak para cebong, padahal yg gk becus kerja dan raja utang junjungannya tp menolak utk menjadi waras dan mengakuinya, mahasiswa gk segoblok para buzzerrp lah🤣🤣",pokok cari kambing hitam negara orba sby anies otak cebong becus raja utang junjung tolak waras mentidakuinya mahasiswa goblok buzzerrp lah
2022-04-07,"Jangan ragu ""Mahasiswa Bergerak"" untuk reformasi jilid-2 atas kekecewaan terhadap pemerintahan Jokowi? #Nalar!
#MahasiswaMelawan 💪
#Tolak3Periode
#TolakPenundaanPemilu2024 
https://t.co/2zcXhVP6Kc",ragu mahasiswa gerak reformasi jilid kecewa perintah jokowi nalar mahasiswamelawan tolakperiode tolakpenundaanpemilu
2022-04-07,"@RyaWiedy Pagi juga budos. Berapa SKS kita hari ini ? 😆😆
Jd kangen masa² jd mahasiswa 😭",pagi budos sks kangen masa mahasiswa
2022-04-07,"@GusNadjb Mahasiwanya agamis nih?

Ga ikut demo Imam baliho tuh mahasiswa.
Demo bela AGAMA.

🤭",mahasiwanya atidakmis nih demo imam baliho tuh mahasiswa demo bela atidakma
2022-04-07,"Mahasiswa Lebak Tolak Penundaan Pemilu dan Jokowi 3 Periode.
7 April 2022

https://t.co/2kCsYjXpQN

#PresidenGakTauDiri https://t.co/BWekEbXONg",mahasiswa lebak tolak tunda milu jokowi periode april presidengaktaudiri
2022-04-07,@collegemenfess Ruangan yg cocok buat mahasiswa tuh ruang  ICU.  Karna tipes adalah teman.,ruang cocok mahasiswa tuh ruang icu karna tipes teman
2022-04-07,@geloraco Tapi kurang yakin dg kekompakan mahasiswa,dg kompak mahasiswa
2022-04-07,"@DidiekMurdock Ati² ya, bisa sj tentara cina menyamar jadi polisi Ina ( pendemo tdk akan tau sebab muka mrk tertutup) mrk tdk segan² membunuh mahasiswa atau pendemo lainnya.",ati sj tentara cina samar polisi ina demo tdk muka mrk tutup mrk tdk segan bunuh mahasiswa atahu demo
2022-04-07,"@SatriaMaul2022 @dicdogg99 Seharusnya polisi tidak menghalangi ruang gerak mahasiswa, agar mahasiswa tidak rusuh.",polisi halang ruang gerak mahasiswa mahasiswa rusuh
2022-04-07,"@KompasTV Bodohnya mahasiswa saat ini, isu bukan realita yg diangkat menjadi aksinya",bodoh mahasiswa isu realita angkat aksi
2022-04-07,"@jokowi Tumben pinter, ngerti sejarah... O iya Bpk dicariin tu sm mahasiswa.. 🤪",tumben pinter ngerti sejarah iya bpk dicariin tu mahasiswa
2022-04-07,"@alisyarief Jakarta Akan Dipenuhi Aksi Demo Mahasiswa.

Mahasiswa mulai bergerak, seruan dan undangan aksi mahasiswa terus berdatangan.

Salah satu Peserta dari Dewan Eksekutif Mahasiswa Perguruan Tinggi Keagamaan Islam Negeri Se-Indonesia (DEMA PTKIN).

https://t.co/YQ8aF9zX3J",jakarta penuh aksi demo mahasiswa mahasiswa gerak seru undang aksi mahasiswa salah serta dewan eksekutif mahasiswa guru tinggi agama islam negeri indonesia dema ptkin
2022-04-07,"@bibliophiliz Hai kak! Makasih bgt udh adain GA😁 Saya mahasiswa semester akhir yg lgi garap TA. Kebetulan objek skripsi saya novel The Kite Runner ini. Saya udh punya novelnya tpi hanya dlm bentuk pdf, jdi agak sakit mata saya tiap kali analisis novel ini di layar gadget yg blm eye-friendly.",kak makasih bgt adain ga mahasiswa semester lgi garap ta objek skripsi novel the kite runner novel tpi dlm bentuk pdf jdi sakit analisis novel layar gadget blm eye friendly
2022-04-07,"Di FB banyak Mahasiswa Bumi Mesir yg aktif, tapi cocok2an siiih aku sukanya lihat2 status2nya.  Aku sukanya status2 yg singkat2.  Klo di Twitter rata2 Mahasiswa Bumi Mesir singkat2 status2nya.  Semakin akal meningkat... Kata2 akan menyingkat.",fb mahasiswa bumi mesir aktif cocok siiih suka status suka status singkat twitter rata mahasiswa bumi mesir singkat status akal tingkat singkat
2022-04-07,@knpiharis Jaman sekarang mahasiswa gampang d bodohin karena memang sodron,jaman mahasiswa gampang bodohin sodron
2022-04-07,"@Sunset___17 Maju mahasiswa, hidup mahasiswa",maju mahasiswa hidup mahasiswa
2022-04-07,Pantai Mertasari bersama mahasiswa Poltekpar Bali @poltekparbali https://t.co/TjTbRs0i1Z,pantai mertasari mahasiswa poltekpar bal
2022-04-07,Anyone ada yang punya kenalan mahasiswa UC? Butuh akses repositorynya karena pake ask librarian aku ga bisa send request:(( butuh buat revise proposal aku:(((,anyone kenal mahasiswa uc butuh akses repositorynya pakai ask librarian send request butuh revise proposal
2022-04-07,"#RakyatBersamaMahasiswa 
Mahasiswa jangan 'dinner' lagi ya.",rakyatbersamamahasiswa mahasiswa dinner
2022-04-07,"Mahasiswa pendemo yang hanya bisa teriak teriak saja, karena masa lalunya suka tawuran. Kalau diajak diaskusi biasanya tak mampu alias goblok.

Masa depan bangsa tidak bisa dipertaruhkan pada mereka.",mahasiswa demo teriak teriak lalu suka tawur ajak diaskusi alias goblok bangsa taruh
2022-04-07,"Halo kawan mahasiswa!

Bantuin Kak S. Sabilly buat isi kuesioner penelitian yang berjudul ""Minat Mahasiswa Indonesia Berinvestasi Reksa Dana Aplikasi Bibit"" yuk.

Semoga bantuan kalian menjadi amal kebaikan! Terima kasih kawan!

https://t.co/6Aid279oi3",kawan mahasiswa bantuin kak sabilly isi kuesioner teliti judul minat mahasiswa indonesia investasi reksa dana aplikasi bibit yuk moga bantu amal baik terima kawan
2022-04-07,"bapaknyaaa cepet banget datangnya, mahasiswa nya baru 3 biji 😭",bapaknyaaa cepet datang mahasiswa biji
2022-04-07,"Alhamdulillah, Mahasiswa bergerak di seluruh Indonesia. Aamiin
#RakyatBersamaMahasiswa 
#GoodByeJokowi https://t.co/zIlfIPODY7",alhamdulillah mahasiswa gerak indonesia aamiin rakyatbersamamahasiswa goodbyejokowi
2022-04-07,@LurahIstana Mahasiswa matamu asu.. mhasiswa htp fpi ia,mahasiswa mata asu mhasiswa htp fpi
2022-04-07,"@Mukidi_alNgibul Biar tanggal 11 mahasiswa dan masyarakat di larang demo
Di cegat di jalan dengan dalih antisipasi kasus covid sedang meningkat",biar tanggal mahasiswa masyarakat larang demo cegat jalan dalih antisipasi covid tingkat
2022-04-07,"Ada ada saja, Mahasiswa Azhari (majazan) di malam” bulan ramadhan yang mulia ini, Playing Billyard, Bercelana (bukan klub asuhan xavi) pendek, Berasap mulutnya (semoga bukn dari api neraka), DIDEPAN MADYAFAH (salah satu tempat ngaji para tholibul ilm) terkenal lagi. Maunya apa?",mahasiswa azhari majazan malam ramadhan mulia playing billyard celana klub asuh xavi pendek asap mulut moga bukn api neraka depan madyafah salah ngaji tholibul ilm kenal mau
2022-04-07,"Saya menjual JAWA JEJAWEN ~ horor ~ Horror ~ misteri ~ hantu ~ novel seharga Dapatkan produk ini hanya di Shopee! https://t.co/EjEEAMONnD #ShopeeID
#Mahasiswa
#AriefMuhammad
#Playsetan
#PAGIII
#Melayu
#DukungMahasiswaMelawan
#LawanPembajakKonstitusi
#jokowi
#MahasiswaBergerak https://t.co/L12Z3kSAsq",jual jawa jejawen horor horror misteri hantu novel harga dapat produk shopee shopeeid mahasiswa ariefmuhammad playsetan pagiii melayu dukungmahasiswamelawan lawanpembajakkonstitusi jokowi mahasiswa gerak
2022-04-07,"Besok, 1.000 Mahasiswa dari 18 Kampus Janji akan Bendemo di depan Istana! https://t.co/lmoPg2k2g8",besok mahasiswa kampus janji bendemo istana
2022-04-07,@Haji_Wisnu81 @geloraco Mahasiswa apa mahasewa.... 😂🤣,mahasiswa mahasewa
2022-04-07,"@Dennysiregar7 Namax aj mahasewa gk ada intelektual2 x.. Yg ada kykx dpt dualema rebuan+ nasbung, lgs berangkat, klo mahasiswa ya pasti intelektual lah..",namax aj mahasewa intelektual kykx dualema rebu nasbung lgs berantidakat mahasiswa intelektual
2022-04-07,[cm] Para mahasiswa mari bergandengan tangan🥰 https://t.co/otapxFGBwx,cm mahasiswa mari gandeng tangan
2022-04-07,"Pakai baju dinas itu sensasinya beda ya, udh kek guru aja padahal masih mahasiswa 😭",pakai baju dinas sensasi beda kek guru mahasiswa
2022-04-07,@dediary @prastow Yg Ngurus Negara lg ga waras... trun sana tenangin mahasiswa... pecah pala lu,ngurus netidakra lg waras trun tenangin mahasiswa pecah pala lu
2022-04-07,@ricovespasprint @kidungh4ti Lah trus kalo sekuriti nendang mahasiswa polisi liat aja gitu??,sekuriti nendang mahasiswa polisi liat gitu
2022-04-07,"@dipoalam49 @didienAZHAR @ListyoSigitP @mohmahfudmd Dan Anak2 Mahasiswa bukan KKB di Papua Yg dengan tega membunuhi, menyakiti sesama anak bangsa",anak mahasiswa kkb papua tega bunuh sakit anak bangsa
2022-04-07,Gimana pendapatmu para mahasiswa yang suka demo²... https://t.co/kIkytCVJqJ,gimana dapat mahasiswa suka demo
2022-04-07,"💫 Asrama PKU Lorong 2A IPB University 💫

Proudly present, 
⭐ 𝗣𝗧𝗡 𝗧𝗔𝗟𝗞𝗦 ⭐
𝘌𝘷𝘦𝘳𝘺𝘵𝘩𝘪𝘯𝘨 𝘚𝘵𝘢𝘳𝘵 𝘸𝘪𝘵𝘩 𝘋𝘳𝘦𝘢𝘮🌈

Halo Pejuang PTN!!!

Dunia perguruan tinggi sudah ada di depan mata lohh, sudah siapkah kalian menjadi mahasiswa?🎓",asrama pku lorong ipb university proudly present juang ptn dunia guru tinggi lohh siap mahasiswa
2022-04-07,"@kidungh4ti Suharto cukup kuat 5 periode dengan backingan Jendral tua baru bisa di gulingkan oleh BURUH TANI DAN MAHASISWA 

Apakah pak Jokowi bisa sperti pak Harto ? 

Cirebon Bergema TURUNKAN JOKOWI kalau ga bisa turunkan Harga BBM dn MIGOR https://t.co/132zILzFr6",suharto kuat periode dentidakn backintidakn jendral tua guling buruh tani mahasiswa jokowi sperti harto cirebon gema turun jokowi turun hartidak bbm dn migor
2022-04-07,@abu_waras Jurnalis nya gk fokus soal demo mahasiswa..mereka asik main scater 🤣🤣🤣🤣,jurnalis fokus demo mahasiswa asik main scater
2022-04-07,"Oiya anjir kemarin kan disuru nentuin tema buat permasalahan dari problem2 di sekitar kampus, terus ada salah satu kelompok ngambil judul ""permasalahan mahasiswa yang berkuliah di g/k/b terkait ketidaksetaraan fasilitas, salah satunya kursi kelas"" 😭😭😭😭",oiya anjir kemarin disuru nentuin tema masalah problem kampus salah kelompok ngambil judul masalah mahasiswa kuliah gb kait ketidaksetaraan fasilitas salah satu kursi kelas
2022-04-07,@EngkongSarung @geloraco Berkumpulah... Ketemu dijalan ya sama mahasiswa... Ayo gabung perbaiki negeri..,berkumpulah ketemu jalan mahasiswa ayo gabung baik negeri
2022-04-07,"Berita TERKINI TRENDING! GOODBYE JKW, DEM0 11 APRIL MAHASISWA MEL4WAN ! Tonton video lengkapnya : https://t.co/EWtDugQZqc",berita kini trending goodbye jkw dem april mahasiswa melwan tonton video lengkap
2022-04-07,"Polisi juga mesti ""mengamankan"" pihak2 pemantik demo mahasiswa yg ingin menunda pemilu dan/atau perpanjangan masa jabatan tiga periode yg melanggar konstitusi. https://t.co/C7VSdO4wh0",polisi mesti aman mantik demo mahasiswa tunda milu dancvsdowh
2022-04-07,"Aku pingin nyari laki2nya aku ngikuti akun dia, dia ngikuti akun aku. Kita berdua bekerja sama, terus dia Mahasiswa Bumi Mesir atau Pelajar Bumi Tarim yg aktis diMedsos.",pingin nyari laki ngikuti akun ngikuti akun dua mahasiswa bumi mesir ajar bumi tarim aktis dimedsos
2022-04-07,Adalah para mahasiswa dongok! Suplemen sampah terhadap azas demokrasi dan penegakan konstitusi. Result doktrinasi kaum halu dan intoleran di negeri ini. https://t.co/DsUPFYqDAk,mahasiswa dongok suplemen sampah azas demokrasi tega konstitusi result doktrinasi kaum halu intoleran negeri
2022-04-07,"#RakyatBersamaMahasiswa 

Pasar Angsa Duo (Jambi)
07 April 2022

Kedatangan Jokowi di tolak mahasiswa.

#RakyatBersamaMahasiswa https://t.co/pGFJGqbKks",rakyatbersamamahasiswa pasar angsa duo jambi april datang jokowi tolak mahasiswa rakyatbersamamahasiswa
2022-04-07,"@GnwnMulyadi Jkw lebih takut sama mafia MIGOR daripada sama BEM,, sekarang gerak mahasiswa letoy,, cuek,, apa perlu anak STM / SMK turun lg????",jkw takut mafia migor bem gerak mahasiswa letoy cuek anak stm smk turun lg
2022-04-07,@Nr53N74H7N Semoga ada mahasiswa yg waras untuk membangun negeri ini ke depan nya,moga mahasiswa waras bangun negeri
2022-04-07,"Ya Alloh lindungi negeri ku... lindungi mahasiswa yg berjuang menegakkan keadilan di bumi yg sdh pincang dan sakit ini, Krn keadilan sdh mati... #DukungMahasiswaMelawan",alloh lindung negeri ku lindung mahasiswa juang tegak adil bumi sdh pincang sakit adil sdh mati dukungmahasiswamelawan
2022-04-07,"Janji Jokowi saat kampanye di depan ratusan mahasiswa masih terngiang jelas. Presiden yang katanya merakyat tersebut rindu di demo mahasiswa.

#PresidenGakTauMalu
#PresidenGakTauMalu

https://t.co/M1Tyvn9J9L https://t.co/MKYguNyXa2",janji jokowi kampanye ratus mahasiswa ngiang presiden rakyat rindu demo mahasiswa presidengaktaumalu presidengaktaumalu
2022-04-07,"@geloraco Mahasiswa sekarang gak ngerti yang di demo apa, cuma ikut2an. Kualitas mahasiswa skrng bikin gemez",mahasiswa ngerti demo ikut kualitas mahasiswa skrng bikin gemez
2022-04-07,"@kelapapandan13 @fktmb Lagian itu bukan mahasiswa UGM semua, itu biasa main plecidenan plecidenan, yg mengkoordinir memang relasi Anis, spanduknya kan ada",mahasiswa ugm main plecidenan plecidenan mengkoordinir relasi anis spanduk
2022-04-07,"Demo mahasiswa yang tidak pernah dianggap Hanya dianggap sebagai angin lalu

#PresidenGaTauDiri
#PresidenGaTauDiri https://t.co/Xp1yfnhp2z",demo mahasiswa anggap anggap angin presidengataudiri presidengataudiri
2022-04-07,Fahri dan Abang Taufiq gak Sefrekuensi jadi susah gak sejalan dan gak setujuan.  Ada lagi Mahasiswa Bumi Mesir orang Malaysia bukan orang Indonesia.  Aku nyarinya Orang Indonesia.,fahri abang taufiq frekuensi susah jalan tuju mahasiswa bumi mesir malaysia indonesia nyarinya indonesia
2022-04-07,Eiiihhhh keren sekali demokrasi zaman Pak jkw ini...???ngik...mahasiswa dipaksa bungkam...media dibuat bungkam...rektor tersandra dan bungkam...politisi tersandra dan dibungkam...rakyat dibungkam massal??SERASA DEMOKRASI ALA PKI YAK...NGIK.gak tahu malu mau nambah lagi?MUSNAHKAN! https://t.co/rylvSp6NUd,eiiihhhh keren demokrasi zaman jkw ngik mahasiswa paksa bungkam media bungkam rektor tersandra bungkam politis tersandra bungkam rakyat bungkam massal serasa demokrasi ala pki yak ngik malu nambah musnah
2022-04-07,"Semoga masih ada pejabat aparat nasionalis cinta nkri, berjuang satu jalan bersama mahasiswa dan rakyat. 
#DukungMahasiswaMelawan https://t.co/ybjNTvryeY",moga jabat aparat nasionalis cinta nkri juang jalan mahasiswa rakyat dukungmahasiswamelawan
2022-04-07,"@alisyarief Yg diminta mahasiswa itu pernyataan dari pak Jokowi, bukan himbauan pak Jokowi kepada para menterinya untuk tdk lg membicarakan penundaan pemilu...",mahasiswa nyata jokowi himbauan jokowi menteri tdk lg bicara tunda milu
2022-04-07,Maju terus MAHASISWA #DukungMahasiswaMelawan,maju mahasiswa dukungmahasiswamelawan
2022-04-07,"Supaya paham....
Mahasiswa harusnya paham....
Sia2 gelar mahasiswamu kalau pikiranmu dangkal...
Simak 👇 https://t.co/VvuEC5WboM",paham mahasiswa paham sia gelar mahasiswa pikir dangkal simak
2022-04-07,"Bersama Mahasiswa Olahraga USK dalam rangka Sosialisasi, Pelatihan Dasar, dan Wasit Juri Kabaddi di Provinsi Aceh. https://t.co/tkUjPXwiWF",mahasiswa olahraga usk rangka sosialisasi latih dasar wasit juri kabaddi provinsi aceh
2022-04-07,"Saya menjual ACER ASPIRE S7-392 [TOUCH SCREEN] seharga Dapatkan produk ini hanya di Shopee! https://t.co/RQegAbpJwd #ShopeeID
#Mahasiswa
#AriefMuhammad
#Playsetan
#PAGIII
#Melayu
#DukungMahasiswaMelawan
#LawanPembajakKonstitusi
#AirlanggaSolusiEkonomiRakyat 
#indonesia https://t.co/dlibAlXZse",jual acer aspire touch screen harga dapat produk shopee shopeeid mahasiswa ariefmuhammad playsetan pagiii melayu dukungmahasiswamelawan lawanpembajakkonstitusi airlanggasolusiekonomirakyat indonesia
2022-04-07,"@tvOneNews @karniilyas Numpang nanya dong, agak melenceng dikit. TVOne kok gak nyiarin Demo Mahasiswa ya. 😁",numpang nanya atidak lenceng dikit tvone nyiarin demo mahasiswa
2022-04-07,"Setelah 7 tahun, Pak Jokowi akhirnya 'back to campus' UGM, 7 April 2022.
Masjid kampus sangat penuh, banyak mahasiswa saling berdesakan, panggil ""Presiden,"" yang terlihat lebih gemuk?
#Nalar ...🤓 https://t.co/3PpK5mGCCC",tahun jokowi back to campus ugm april masjid kampus penuh mahasiswa desa panggil presiden gemuk nalar
